GENUS,SPECIES
Methylohalomonas,
Methylohalomonas,lacus
Methyloligella,
Methyloligella,halotolerans
Methyloligella,solikamskensis
Methylomarinovum,
Methylomarinovum,caldicuralii
Methylomarinum,
Methylomarinum,vadi
Methylomicrobium,
Methylomicrobium,agile
Methylomicrobium,album
Methylomicrobium,alcaliphilum
Methylomicrobium,buryatense
Methylomicrobium,japanense
Methylomicrobium,kenyense
Methylomicrobium,pelagicum
Methylomonas,
Methylomonas,aurantiaca
Methylomonas,fodinarum
Methylomonas,koyamae
Methylomonas,lenta
Methylomonas,methanica
Methylomonas,paludis
Methylomonas,pelagica
Methylomonas,scandinavica
Methylonatrum,
Methylonatrum,kenyense
Methyloparacoccus,
Methyloparacoccus,murrellii
Methylophaga,
Methylophaga,alcalica
Methylophaga,aminisulfidivorans
Methylophaga,frappieri
Methylophaga,lonarensis
Methylophaga,marina
Methylophaga,muralis
Methylophaga,nitratireducenticrescens
Methylophaga,sulfidovorans
Methylophaga,thalassica
Methylophaga,thiooxydans
Methylophilus,
Methylophilus,flavus
Methylophilus,glucosoxydans
Methylophilus,leisingeri
Methylophilus,luteus
Methylophilus,methylotrophus
Methylophilus,rhizosphaerae
Methylopila,
Methylopila,capsulata
Methylopila,helvetica
Methylopila,jiangsuensis
Methylopila,musalis
Methylopila,oligotropha
Methyloprofundus,
Methyloprofundus,sedimenti
Methylorhabdus,
Methylorhabdus,multivorans
Methylorosula,
Methylorosula,polaris
Methylosarcina,
Methylosarcina,fibrata
Methylosarcina,lacus
Methylosarcina,quisquiliarum
Methylosinus,
Methylosinus,sporium
Methylosinus,trichosporium
Methylosoma,
Methylosoma,difficile
Methylosphaera,
Methylosphaera,hansonii
Methylotenera,
Methylotenera,mobilis
Methylotenera,versatilis
Methylothermus,
Methylothermus,subterraneus
Methylothermus,thermalis
Methyloversatilis,
Methyloversatilis,thermotolerans
Methyloversatilis,universalis
Methylovirgula,
Methylovirgula,ligni
Methylovorus,
Methylovorus,glucosotrophus
Methylovorus,mays
Methylovorus,menthalis
Methylovulum,
Methylovulum,miyakonense
Micavibrio,
Micavibrio,admirandus
Microaerobacter,
Microaerobacter,geothermalis
Microbacter,
Microbacter,margulisiae
Microbacterium,
Microbacterium,aerolatum
Microbacterium,agarici
Microbacterium,amylolyticum
Microbacterium,aoyamense
Microbacterium,aquimaris
Microbacterium,arabinogalactanolyticum
Microbacterium,arborescens
Microbacterium,arthrosphaerae
Microbacterium,aurantiacum
Microbacterium,aurum
Microbacterium,awajiense
Microbacterium,azadirachtae
Microbacterium,barkeri
Microbacterium,binotii
Microbacterium,chocolatum
Microbacterium,deminutum
Microbacterium,dextranolyticum
Microbacterium,endophyticum
Microbacterium,esteraromaticum
Microbacterium,flavescens
Microbacterium,flavum
Microbacterium,fluvii
Microbacterium,foliorum
Microbacterium,ginsengisoli
Microbacterium,ginsengiterrae
Microbacterium,gubbeenense
Microbacterium,halimionae
Microbacterium,halophilum
Microbacterium,halotolerans
Microbacterium,hatanonis
Microbacterium,hominis
Microbacterium,humi
Microbacterium,hydrocarbonoxydans
Microbacterium,hydrothermale
Microbacterium,immunditiarum
Microbacterium,imperiale
Microbacterium,indicum
Microbacterium,insulae
Microbacterium,invictum
Microbacterium,jejuense
Microbacterium,keratanolyticum
Microbacterium,ketosireducens
Microbacterium,kitamiense
Microbacterium,koreense
Microbacterium,kribbense
Microbacterium,kyungheense
Microbacterium,lacticum
Microbacterium,lacus
Microbacterium,laevaniformans
Microbacterium,lemovicicum
Microbacterium,lindanitolerans
Microbacterium,liquefaciens
Microbacterium,luteolum
Microbacterium,luticocti
Microbacterium,mangrovi
Microbacterium,marinilacus
Microbacterium,marinum
Microbacterium,maritypicum
Microbacterium,mitrae
Microbacterium,murale
Microbacterium,natoriense
Microbacterium,neimengense
Microbacterium,oleivorans
Microbacterium,oryzae
Microbacterium,oxydans
Microbacterium,paludicola
Microbacterium,panaciterrae
Microbacterium,paraoxydans
Microbacterium,petrolearium
Microbacterium,phyllosphaerae
Microbacterium,profundi
Microbacterium,pseudoresistens
Microbacterium,pumilum
Microbacterium,pygmaeum
Microbacterium,radiodurans
Microbacterium,resistens
Microbacterium,saccharophilum
Microbacterium,saperdae
Microbacterium,schleiferi
Microbacterium,sediminicola
Microbacterium,sediminis
Microbacterium,soli
Microbacterium,suwonense
Microbacterium,terrae
Microbacterium,terregens
Microbacterium,terricola
Microbacterium,testaceum
Microbacterium,thalassium
Microbacterium,trichothecenolyticum
Microbacterium,ulmi
Microbacterium,xylanilyticum
Microbacterium,yannicii
Microbispora,
Microbispora,aerata
Microbispora,amethystogenes
Microbispora,bispora
Microbispora,chromogenes
Microbispora,corallina
Microbispora,diastatica
Microbispora,echinospora
Microbispora,hainanensis
Microbispora,indica
Microbispora,karnatakensis
Microbispora,mesophila
Microbispora,parva
Microbispora,rosea
Microbispora,rosea
Microbispora,rosea
Microbispora,siamensis
Microbispora,thailandensis
Microbispora,thermodiastatica
Microbispora,thermorosea
Microbispora,viridis
Microbulbifer,
Microbulbifer,agarilyticus
Microbulbifer,celer
Microbulbifer,chitinilyticus
Microbulbifer,donghaiensis
Microbulbifer,elongatus
Microbulbifer,epialgicus
Microbulbifer,gwangyangensis
Microbulbifer,halophilus
Microbulbifer,hydrolyticus
Microbulbifer,mangrovi
Microbulbifer,marinus
Microbulbifer,maritimus
Microbulbifer,okinawensis
Microbulbifer,pacificus
Microbulbifer,salipaludis
Microbulbifer,taiwanensis
Microbulbifer,thermotolerans
Microbulbifer,variabilis
Microbulbifer,yueqingensis
Microcella,
Microcella,alkaliphila
Microcella,putealis
Micrococcus,
Micrococcus,agilis
Micrococcus,aloeverae
Micrococcus,antarcticus
Micrococcus,cohnii
Micrococcus,endophyticus
Micrococcus,flavus
Micrococcus,halobius
Micrococcus,kristinae
Micrococcus,lactis
Micrococcus,luteus
Micrococcus,lylae
Micrococcus,nishinomiyaensis
Micrococcus,roseus
Micrococcus,sedentarius
Micrococcus,terreus
Micrococcus,varians
Micrococcus,yunnanensis
Microcyclus,
Microcyclus,aquaticus
Microellobosporia,
Microellobosporia,cinerea
Microellobosporia,flavea
Microellobosporia,grisea
Microellobosporia,violacea
Microlunatus,
Microlunatus,aurantiacus
Microlunatus,ginsengisoli
Microlunatus,panaciterrae
Microlunatus,parietis
Microlunatus,phosphovorus
Microlunatus,soli
Micromonas,
Micromonas,micros
Micromonospora,
Micromonospora,aurantiaca
Micromonospora,auratinigra
Micromonospora,avicenniae
Micromonospora,brunnea
Micromonospora,carbonacea
Micromonospora,carbonacea
Micromonospora,carbonacea
Micromonospora,chaiyaphumensis
Micromonospora,chalcea
Micromonospora,chersina
Micromonospora,chokoriensis
Micromonospora,citrea
Micromonospora,coerulea
Micromonospora,coriariae
Micromonospora,coxensis
Micromonospora,cremea
Micromonospora,eburnea
Micromonospora,echinaurantiaca
Micromonospora,echinofusca
Micromonospora,echinospora
Micromonospora,echinospora
Micromonospora,echinospora
Micromonospora,echinospora
Micromonospora,endolithica
Micromonospora,equina
Micromonospora,fulviviridis
Micromonospora,gallica
Micromonospora,haikouensis
Micromonospora,halophytica
Micromonospora,halophytica
Micromonospora,halophytica
Micromonospora,halotolerans
Micromonospora,humi
Micromonospora,inositola
Micromonospora,inyonensis
Micromonospora,kangleipakensis
Micromonospora,krabiensis
Micromonospora,lupini
Micromonospora,marina
Micromonospora,maritima
Micromonospora,matsumotoense
Micromonospora,mirobrigensis
Micromonospora,narathiwatensis
Micromonospora,nigra
Micromonospora,olivasterospora
Micromonospora,pallida
Micromonospora,pattaloongensis
Micromonospora,peucetia
Micromonospora,pisi
Micromonospora,polyrhachis
Micromonospora,purpurea
Micromonospora,purpureochromogenes
Micromonospora,rhizosphaerae
Micromonospora,rhodorangea
Micromonospora,rifamycinica
Micromonospora,rosaria
Micromonospora,saelicesensis
Micromonospora,sagamiensis
Micromonospora,schwarzwaldensis
Micromonospora,sediminicola
Micromonospora,siamensis
Micromonospora,sonneratiae
Micromonospora,taraxaci
Micromonospora,tulbaghiae
Micromonospora,violae
Micromonospora,viridifaciens
Micromonospora,wenchangensis
Micromonospora,yangpuensis
Micromonospora,zamorensis
Micropolyspora,
Micropolyspora,angiospora
Micropolyspora,brevicatena
Micropolyspora,faeni
Micropolyspora,internatus
Micropolyspora,rectivirgula
Micropruina,
Micropruina,glycogenica
Microscilla,
Microscilla,marina
Microsphaera,
Microsphaera,multipartita
Microterricola,
Microterricola,viridarii
Microtetraspora,
Microtetraspora,africana
Microtetraspora,angiospora
Microtetraspora,fastidiosa
Microtetraspora,ferruginea
Microtetraspora,flexuosa
Microtetraspora,fusca
Microtetraspora,glauca
Microtetraspora,helvata
Microtetraspora,malaysiensis
Microtetraspora,niveoalba
Microtetraspora,polychroma
Microtetraspora,pusilla
Microtetraspora,recticatena
Microtetraspora,roseola
Microtetraspora,roseoviolacea
Microtetraspora,rubra
Microtetraspora,salmonea
Microtetraspora,spiralis
Microtetraspora,turkmeniaca
Microtetraspora,tyrrhenii
Microtetraspora,viridis
Microvirga,
Microvirga,aerilata
Microvirga,aerophila
Microvirga,flocculans
Microvirga,guangxiensis
Microvirga,lotononidis
Microvirga,lupini
Microvirga,subterranea
Microvirga,vignae
Microvirga,zambiensis
Microvirgula,
Microvirgula,aerodenitrificans
Millisia,
Millisia,brevis
Minicystis,
Minicystis,rosea
Miniimonas,
Miniimonas,arenae
Mitsuaria,
Mitsuaria,chitosanitabida
Mitsuokella,
Mitsuokella,dentalis
Mitsuokella,jalaludinii
Mitsuokella,multacida
Mitsuokella,multiacidus
Mizugakiibacter,
Mizugakiibacter,sediminis
Mobilicoccus,
Mobilicoccus,pelagius
Mobilitalea,
Mobilitalea,sibirica
Mobiluncus,
Mobiluncus,curtisii
Mobiluncus,curtisii
Mobiluncus,curtisii
Mobiluncus,mulieris
Modestobacter,
Modestobacter,marinus
Modestobacter,multiseptatus
Modestobacter,roseus
Modestobacter,versicolor
Modicisalibacter,
Modicisalibacter,tunisiensis
Moellerella,
Moellerella,wisconsensis
Mogibacterium,
Mogibacterium,diversum
Mogibacterium,neglectum
Mogibacterium,pumilum
Mogibacterium,timidum
Mogibacterium,vescum
Moheibacter,
Moheibacter,sediminis
Mongoliicoccus,
Mongoliicoccus,alkaliphilus
Mongoliicoccus,roseus
Mongoliitalea,
Mongoliitalea,lutea
Mooreia,
Mooreia,alkaloidigena
Moorella,
Moorella,glycerini
Moorella,humiferrea
Moorella,mulderi
Moorella,stamsii
Moorella,thermoacetica
Moorella,thermoautotrophica
Moraxella,
Moraxella,anatipestifer
Moraxella,atlantae
Moraxella,boevrei
Moraxella,bovis
Moraxella,bovoculi
Moraxella,canis
Moraxella,caprae
Moraxella,catarrhalis
Moraxella,caviae
Moraxella,cuniculi
Moraxella,equi
Moraxella,lacunata
Moraxella,lincolnii
Moraxella,nonliquefaciens
Moraxella,oblonga
Moraxella,osloensis
Moraxella,ovis
Moraxella,phenylpyruvica
Moraxella,pluranimalium
Moraxella,porci
Moraxella,saccharolytica
Moraxella,urethralis
Morganella,
Morganella,morganii
Morganella,morganii
Morganella,morganii
Morganella,psychrotolerans
Moritella,
Moritella,abyssi
Moritella,dasanensis
Moritella,japonica
Moritella,marina
Moritella,profunda
Moritella,viscosa
Moritella,yayanosii
Morococcus,
Morococcus,cerebrosus
Moryella,
Moryella,indoligenes
Motilibacter,
Motilibacter,peucedani
Motilibacter,rhizosphaerae
Mucilaginibacter,
Mucilaginibacter,angelicae
Mucilaginibacter,aquaedulcis
Mucilaginibacter,auburnensis
Mucilaginibacter,boryungensis
Mucilaginibacter,calamicampi
Mucilaginibacter,composti
Mucilaginibacter,daejeonensis
Mucilaginibacter,defluvii
Mucilaginibacter,dorajii
Mucilaginibacter,flavus
Mucilaginibacter,frigoritolerans
Mucilaginibacter,gossypii
Mucilaginibacter,gossypiicola
Mucilaginibacter,gotjawali
Mucilaginibacter,gracilis
Mucilaginibacter,gynuensis
Mucilaginibacter,herbaticus
Mucilaginibacter,jinjuensis
Mucilaginibacter,kameinonensis
Mucilaginibacter,koreensis
Mucilaginibacter,lappiensis
Mucilaginibacter,litoreus
Mucilaginibacter,lutimaris
Mucilaginibacter,mallensis
Mucilaginibacter,myungsuensis
Mucilaginibacter,oryzae
Mucilaginibacter,paludis
Mucilaginibacter,pineti
Mucilaginibacter,polysacchareus
Mucilaginibacter,polytrichastri
Mucilaginibacter,rigui
Mucilaginibacter,sabulilitoris
Mucilaginibacter,soli
Mucilaginibacter,soyangensis
Mucilaginibacter,ximonensis
Mucinivorans,
Mucinivorans,hirudinis
Mucispirillum,
Mucispirillum,schaedleri
Mumia,
Mumia,flava
Murdochiella,
Murdochiella,asaccharolytica
Muricauda,
Muricauda,antarctica
Muricauda,aquimarina
Muricauda,beolgyonensis
Muricauda,flavescens
Muricauda,lutaonensis
Muricauda,lutimaris
Muricauda,olearia
Muricauda,ruestringensis
Muricauda,taeanensis
Muricauda,zhangzhouensis
Muricoccus,
Muricoccus,roseus
Muriicola,
Muriicola,jejuensis
Muriicola,marianensis
Murimonas,
Murimonas,intestini
Murinocardiopsis,
Murinocardiopsis,flavida
Myceligenerans,
Myceligenerans,crystallogenes
Myceligenerans,halotolerans
Myceligenerans,xiligouense
Mycetocola,
Mycetocola,lacteus
Mycetocola,manganoxydans
Mycetocola,miduiensis
Mycetocola,reblochoni
Mycetocola,saprophilus
Mycetocola,tolaasinivorans
Mycetocola,zhadangensis
Mycobacterium,
Mycobacterium,abscessus
Mycobacterium,abscessus
Mycobacterium,abscessus
Mycobacterium,africanum
Mycobacterium,agri
Mycobacterium,aichiense
Mycobacterium,algericum
Mycobacterium,alvei
Mycobacterium,arabiense
Mycobacterium,aromaticivorans
Mycobacterium,arosiense
Mycobacterium,arupense
Mycobacterium,asiaticum
Mycobacterium,aubagnense
Mycobacterium,aurum
Mycobacterium,austroafricanum
Mycobacterium,avium
Mycobacterium,avium
Mycobacterium,avium
Mycobacterium,avium
Mycobacterium,bacteremicum
Mycobacterium,boenickei
Mycobacterium,bohemicum
Mycobacterium,bolletii
Mycobacterium,botniense
Mycobacterium,bouchedurhonense
Mycobacterium,bourgelatii
Mycobacterium,bovis
Mycobacterium,bovis
Mycobacterium,bovis
Mycobacterium,branderi
Mycobacterium,brisbanense
Mycobacterium,brumae
Mycobacterium,canariasense
Mycobacterium,caprae
Mycobacterium,celatum
Mycobacterium,celeriflavum
Mycobacterium,chelonae
Mycobacterium,chelonae
Mycobacterium,chelonae
Mycobacterium,chimaera
Mycobacterium,chitae
Mycobacterium,chlorophenolicum
Mycobacterium,chubuense
Mycobacterium,colombiense
Mycobacterium,conceptionense
Mycobacterium,confluentis
Mycobacterium,conspicuum
Mycobacterium,cookii
Mycobacterium,cosmeticum
Mycobacterium,crocinum
Mycobacterium,diernhoferi
Mycobacterium,doricum
Mycobacterium,duvalii
Mycobacterium,elephantis
Mycobacterium,engbaekii
Mycobacterium,europaeum
Mycobacterium,fallax
Mycobacterium,farcinogenes
Mycobacterium,flavescens
Mycobacterium,florentinum
Mycobacterium,fluoranthenivorans
Mycobacterium,fortuitum
Mycobacterium,fortuitum
Mycobacterium,fortuitum
Mycobacterium,fragae
Mycobacterium,frederiksbergense
Mycobacterium,gadium
Mycobacterium,gastri
Mycobacterium,genavense
Mycobacterium,gilvum
Mycobacterium,goodii
Mycobacterium,gordonae
Mycobacterium,haemophilum
Mycobacterium,hassiacum
Mycobacterium,heckeshornense
Mycobacterium,heidelbergense
Mycobacterium,heraklionense
Mycobacterium,hiberniae
Mycobacterium,hippocampi
Mycobacterium,hodleri
Mycobacterium,holsaticum
Mycobacterium,houstonense
Mycobacterium,immunogenum
Mycobacterium,insubricum
Mycobacterium,interjectum
Mycobacterium,intermedium
Mycobacterium,intracellulare
Mycobacterium,iranicum
Mycobacterium,kansasii
Mycobacterium,komossense
Mycobacterium,koreense
Mycobacterium,kubicae
Mycobacterium,kumamotonense
Mycobacterium,kyorinense
Mycobacterium,lacus
Mycobacterium,lentiflavum
Mycobacterium,leprae
Mycobacterium,lepraemurium
Mycobacterium,litorale
Mycobacterium,llatzerense
Mycobacterium,longobardum
Mycobacterium,madagascariense
Mycobacterium,mageritense
Mycobacterium,malmoense
Mycobacterium,mantenii
Mycobacterium,marinum
Mycobacterium,marseillense
Mycobacterium,massiliense
Mycobacterium,microti
Mycobacterium,minnesotense
Mycobacterium,monacense
Mycobacterium,montefiorense
Mycobacterium,moriokaense
Mycobacterium,mucogenicum
Mycobacterium,murale
Mycobacterium,nebraskense
Mycobacterium,neoaurum
Mycobacterium,neworleansense
Mycobacterium,nonchromogenicum
Mycobacterium,noviomagense
Mycobacterium,novocastrense
Mycobacterium,obuense
Mycobacterium,pallens
Mycobacterium,palustre
Mycobacterium,paraense
Mycobacterium,paraffinicum
Mycobacterium,parafortuitum
Mycobacterium,paragordonae
Mycobacterium,parakoreense
Mycobacterium,parascrofulaceum
Mycobacterium,paraseoulense
Mycobacterium,paratuberculosis
Mycobacterium,parmense
Mycobacterium,peregrinum
Mycobacterium,phlei
Mycobacterium,phocaicum
Mycobacterium,pinnipedii
Mycobacterium,porcinum
Mycobacterium,poriferae
Mycobacterium,pseudoshottsii
Mycobacterium,psychrotolerans
Mycobacterium,pulveris
Mycobacterium,pyrenivorans
Mycobacterium,rhodesiae
Mycobacterium,riyadhense
Mycobacterium,rufum
Mycobacterium,rutilum
Mycobacterium,salmoniphilum
Mycobacterium,saskatchewanense
Mycobacterium,scrofulaceum
Mycobacterium,sediminis
Mycobacterium,senegalense
Mycobacterium,senuense
Mycobacterium,seoulense
Mycobacterium,septicum
Mycobacterium,setense
Mycobacterium,sherrisii
Mycobacterium,shimoidei
Mycobacterium,shinjukuense
Mycobacterium,shottsii
Mycobacterium,simiae
Mycobacterium,smegmatis
Mycobacterium,sphagni
Mycobacterium,stomatepiae
Mycobacterium,szulgai
Mycobacterium,terrae
Mycobacterium,thermoresistibile
Mycobacterium,timonense
Mycobacterium,tokaiense
Mycobacterium,triplex
Mycobacterium,triviale
Mycobacterium,tuberculosis
Mycobacterium,tuberculosis
Mycobacterium,tuberculosis
Mycobacterium,tusciae
Mycobacterium,ulcerans
Mycobacterium,vaccae
Mycobacterium,vanbaalenii
Mycobacterium,vulneris
Mycobacterium,wolinskyi
Mycobacterium,xenopi
Mycobacterium,yongonense
Mycoplana,
Mycoplana,bullata
Mycoplana,dimorpha
Mycoplana,ramosa
Mycoplana,segnis
Mycoplasma,
Mycoplasma,adleri
Mycoplasma,agalactiae
Mycoplasma,agassizii
Mycoplasma,alkalescens
Mycoplasma,alligatoris
Mycoplasma,alvi
Mycoplasma,amphoriforme
Mycoplasma,anatis
Mycoplasma,anseris
Mycoplasma,arginini
Mycoplasma,arthritidis
Mycoplasma,auris
Mycoplasma,bovigenitalium
Mycoplasma,bovirhinis
Mycoplasma,bovis
Mycoplasma,bovoculi
Mycoplasma,buccale
Mycoplasma,buteonis
Mycoplasma,californicum
Mycoplasma,canadense
Mycoplasma,canis
Mycoplasma,capricolum
Mycoplasma,capricolum
Mycoplasma,capricolum
Mycoplasma,caviae
Mycoplasma,cavipharyngis
Mycoplasma,citelli
Mycoplasma,cloacale
Mycoplasma,collis
Mycoplasma,columbinasale
Mycoplasma,columbinum
Mycoplasma,columborale
Mycoplasma,conjunctivae
Mycoplasma,corogypsi
Mycoplasma,cottewii
Mycoplasma,cricetuli
Mycoplasma,crocodyli
Mycoplasma,cynos
Mycoplasma,dispar
Mycoplasma,edwardii
Mycoplasma,elephantis
Mycoplasma,ellychniae
Mycoplasma,equigenitalium
Mycoplasma,equirhinis
Mycoplasma,falconis
Mycoplasma,fastidiosum
Mycoplasma,faucium
Mycoplasma,felifaucium
Mycoplasma,feliminutum
Mycoplasma,felis
Mycoplasma,fermentans
Mycoplasma,flocculare
Mycoplasma,gallinaceum
Mycoplasma,gallinarum
Mycoplasma,gallisepticum
Mycoplasma,gallopavonis
Mycoplasma,gateae
Mycoplasma,genitalium
Mycoplasma,glycophilum
Mycoplasma,gypis
Mycoplasma,haemocanis
Mycoplasma,haemofelis
Mycoplasma,haemomuris
Mycoplasma,haemosuis
Mycoplasma,hominis
Mycoplasma,hyopharyngis
Mycoplasma,hyopneumoniae
Mycoplasma,hyorhinis
Mycoplasma,hyosynoviae
Mycoplasma,iguanae
Mycoplasma,imitans
Mycoplasma,indiense
Mycoplasma,iners
Mycoplasma,iowae
Mycoplasma,lactucae
Mycoplasma,lagogenitalium
Mycoplasma,leachii
Mycoplasma,leonicaptivi
Mycoplasma,leopharyngis
Mycoplasma,lipofaciens
Mycoplasma,lipophilum
Mycoplasma,lucivorax
Mycoplasma,luminosum
Mycoplasma,maculosum
Mycoplasma,melaleucae
Mycoplasma,meleagridis
Mycoplasma,microti
Mycoplasma,moatsii
Mycoplasma,mobile
Mycoplasma,molare
Mycoplasma,mucosicanis
Mycoplasma,muris
Mycoplasma,mustelae
